tick,node_id,Helmet_ID,Temp_C,Humidity_Percent,CH4_ppm,H2S_ppm,CO_ppm,VOC_ppm,Pressure_hPa,Mud_Level_cm,Mud_Viscosity_Index,Mud_Salinity_uS_cm,Accel_Z_g,Light_lux,Impact_N,Fluid_Level_cm,node_online
32,B,HM-B210,36.621,55.464,2.712,0.0165,3.292,219.311,1012.161,11.996,6.369,940.838,0.9895,21.093,1.54,11.86,1
32,C,HM-C305,35.627,48.131,2.772,0.0193,3.459,183.568,1013.457,16.32,6.548,927.473,0.9692,24.571,1.846,10.806,1
32,D,HM-D118,36.568,48.803,2.015,0.0172,3.611,232.443,1011.725,12.924,6.569,878.035,1.0181,18.881,0.0,12.56,1
32,E,HM-E441,37.507,47.332,3.443,0.0342,5.001,233.165,1011.965,11.81,6.968,977.547,1.011,16.287,0.457,12.69,1
32,F,HM-F087,35.204,48.091,2.424,0.0187,4.313,194.527,1014.106,15.936,6.828,951.58,1.0694,19.038,1.605,11.882,1
33,A,HM-A104,36.094,58.901,2.831,0.0151,4.268,222.84,1013.555,13.539,7.663,960.027,0.9978,30.788,1.333,12.355,1
33,B,HM-B210,35.992,55.294,2.222,0.0162,3.281,175.428,1011.93,14.079,7.072,1001.55,1.0436,29.62,1.626,12.903,1
33,C,HM-C305,35.798,51.518,2.212,0.0229,3.62,182.12,1013.981,17.38,7.007,1013.523,0.9733,28.753,1.06,12.483,1
33,D,HM-D118,36.664,54.807,2.252,0.0195,4.06,170.316,1015.805,16.381,7.909,1025.709,1.0018,19.898,0.738,10.329,1
33,E,HM-E441,39.761,54.286,2.939,0.0362,5.814,305.996,1013.641,14.283,7.576,1008.299,0.9608,22.279,0.727,11.803,1
33,F,HM-F087,37.453,45.689,2.847,0.0253,4.415,191.485,1012.369,13.379,8.024,971.782,1.0381,24.979,0.548,9.994,1
34,A,HM-A104,35.511,52.493,2.24,0.0277,4.008,172.237,1013.351,14.676,6.564,900.244,1.0454,31.193,0.989,12.964,1
34,B,HM-B210,36.573,51.842,2.549,0.0224,4.633,145.434,1011.824,16.209,7.015,958.453,1.0023,15.132,0.68,12.346,1
34,C,HM-C305,36.935,52.494,2.995,0.0243,4.162,164.759,1011.563,13.125,7.361,979.899,0.9742,21.478,0.801,12.138,1
34,D,HM-D118,36.418,54.384,2.956,0.0179,3.193,225.544,1012.395,13.295,7.207,950.066,0.9932,15.382,0.695,10.319,1
34,E,HM-E441,37.616,55.822,4.465,0.0315,5.904,310.033,1013.109,13.638,7.197,900.859,0.9463,26.743,0.982,11.924,1
34,F,HM-F087,38.861,57.726,3.136,0.0169,3.622,255.388,1013.129,14.429,7.028,954.137,0.9433,25.065,1.52,11.641,1
35,A,HM-A104,33.974,57.94,2.493,0.0292,3.249,231.126,1014.82,13.396,6.83,964.94,1.0317,25.215,0.713,12.101,1
35,B,HM-B210,38.452,54.918,2.554,0.0214,3.911,215.357,1013.865,12.21,5.879,940.482,0.9771,26.639,1.04,13.596,1
35,C,HM-C305,34.712,52.306,2.008,0.0208,4.067,189.564,1012.293,16.322,6.528,929.847,0.9963,11.781,1.265,12.427,1
35,D,HM-D118,35.185,48.769,2.918,0.0161,3.786,201.607,1011.695,12.547,6.962,912.492,0.9539,31.539,1.315,13.727,1
35,E,HM-E441,40.899,45.676,3.6,0.0357,5.094,276.716,1013.282,14.237,7.021,904.732,1.0208,31.481,1.013,11.011,1
35,F,HM-F087,37.155,55.976,3.367,0.0227,3.83,201.266,1012.773,16.163,6.622,970.651,1.0809,21.997,1.104,10.864,1
36,A,HM-A104,36.357,55.538,2.522,0.0164,4.486,163.969,1013.995,13.003,6.721,826.301,1.0502,26.532,1.057,12.07,1
36,B,HM-B210,36.265,56.897,2.698,0.0298,3.551,185.96,1013.47,14.092,6.902,938.352,0.9508,27.069,1.145,12.855,1
36,C,HM-C305,35.685,48.229,2.896,0.0249,3.449,210.759,1012.249,14.291,7.256,974.126,0.964,28.044,0.509,12.567,1
36,D,HM-D118,35.656,50.988,2.681,0.0112,3.659,242.489,1012.613,11.192,6.993,927.019,1.0103,32.634,1.504,10.477,1
36,E,HM-E441,39.53,49.466,4.279,0.0351,4.92,315.962,1011.496,11.444,7.181,988.273,1.0079,20.922,0.078,10.131,1
36,F,HM-F087,37.381,52.637,2.982,0.0176,3.917,170.813,1012.939,11.262,8.017,959.458,0.9437,15.347,0.627,12.587,1
37,A,HM-A104,36.762,46.894,2.747,0.0224,3.497,202.46,1012.791,13.658,7.287,988.352,1.0194,29.864,2.011,12.922,1
37,B,HM-B210,33.294,44.398,2.207,0.0166,3.669,192.925,1011.554,16.241,6.234,933.227,0.9618,24.405,0.336,12.769,1
37,C,HM-C305,36.029,54.723,2.876,0.0186,3.371,216.177,1014.365,14.015,6.991,951.193,1.0317,24.506,0.988,11.81,1
37,D,HM-D118,37.322,51.296,2.518,0.0199,4.492,201.884,1013.928,14.257,6.964,971.584,1.0049,23.779,1.463,10.915,1
37,E,HM-E441,40.071,47.35,3.817,0.0367,6.456,328.047,1012.13,13.655,7.283,952.728,0.972,32.922,0.375,12.275,1
37,F,HM-F087,35.89,48.029,2.29,0.0244,4.595,236.219,1012.863,14.384,6.74,918.345,0.9791,26.568,0.937,8.637,1
38,A,HM-A104,36.776,51.21,2.592,0.0166,4.004,195.423,1012.717,15.969,6.623,978.03,1.0211,24.34,0.899,13.149,1
38,B,HM-B210,36.007,48.932,2.633,0.0165,3.489,215.571,1012.784,10.762,6.645,979.69,0.9471,25.267,0.665,11.484,1
38,C,HM-C305,33.742,44.747,2.735,0.0179,3.646,138.251,1012.811,14.805,7.725,938.33,0.9995,27.165,1.319,13.192,1
38,D,HM-D118,35.096,57.608,3.269,0.0122,4.042,212.818,1013.201,13.474,6.729,987.674,1.0324,24.773,0.858,10.129,1
38,E,HM-E441,38.176,55.911,4.479,0.0369,5.911,305.339,1013.83,13.331,7.626,976.386,0.9236,24.068,1.313,12.055,1
38,F,HM-F087,35.707,50.045,3.081,0.0267,3.789,216.858,1014.022,11.909,6.659,921.385,0.93,36.314,0.93,12.066,1
39,A,HM-A104,36.563,60.817,2.694,0.0197,3.647,190.474,1013.61,14.09,6.555,935.704,1.0735,32.756,0.68,13.67,1
39,B,HM-B210,35.075,51.191,3.41,0.0211,4.293,209.0,1011.342,15.508,7.053,924.76,0.9322,26.188,1.031,12.041,1
39,C,HM-C305,34.684,45.184,2.675,0.0155,3.353,194.148,1013.317,14.975,7.042,951.898,0.9526,33.236,0.351,13.486,1
39,D,HM-D118,35.483,49.455,2.734,0.0269,4.107,220.413,1013.524,14.717,6.612,924.847,1.0112,24.145,0.32,11.837,1
39,E,HM-E441,36.387,55.959,4.643,0.0411,6.095,320.724,1014.254,12.164,6.609,952.369,0.9809,22.578,1.71,11.305,1
39,F,HM-F087,34.801,44.852,3.043,0.0275,3.344,188.155,1014.015,12.195,6.78,928.251,1.0435,19.103,0.913,11.47,1
40,A,HM-A104,35.393,57.155,2.943,0.0177,4.248,177.54,1013.913,14.177,7.365,903.908,1.032,18.5,1.303,12.467,1
40,B,HM-B210,36.033,52.012,2.555,0.021,3.736,169.159,1014.064,12.896,7.15,928.635,1.0171,34.39,0.951,12.559,1
40,C,HM-C305,37.068,54.78,2.655,0.0229,4.432,194.18,1013.075,12.235,6.797,882.903,1.0134,20.826,1.249,11.26,1
40,D,HM-D118,34.541,49.982,2.045,0.0204,4.084,201.764,1014.655,16.294,6.675,935.058,1.0366,23.954,0.538,12.467,1
40,E,HM-E441,40.08,50.172,4.966,0.037,6.094,325.894,1013.738,13.576,7.072,895.432,1.0846,20.09,0.96,14.456,1
40,F,HM-F087,34.478,53.621,2.345,0.0141,3.872,173.544,1012.394,12.344,7.133,1010.223,1.0241,31.044,0.458,11.514,1
41,A,HM-A104,35.598,48.885,2.926,0.0216,3.67,153.596,1011.413,13.407,6.847,890.829,0.9452,20.387,1.315,11.014,1
41,B,HM-B210,37.124,51.648,3.035,0.0223,4.018,222.264,1014.776,15.274,6.416,988.499,0.9858,24.882,1.733,12.022,1
41,C,HM-C305,35.02,48.872,2.517,0.0278,4.171,212.058,1012.476,11.697,7.277,1002.077,0.9346,15.386,1.372,10.79,1
41,D,HM-D118,36.566,52.677,1.802,0.019,3.747,182.565,1012.331,13.51,7.137,1002.841,1.0261,17.882,0.757,11.108,1
41,E,HM-E441,38.791,45.988,5.013,0.0528,7.287,374.411,1013.791,14.254,7.276,994.996,1.0484,26.857,1.072,13.179,1
41,F,HM-F087,33.913,50.031,2.835,0.0249,2.901,189.543,1012.81,12.122,7.373,1040.987,1.053,18.105,1.071,11.665,1
42,A,HM-A104,35.81,50.01,2.911,0.0275,4.197,216.773,1012.94,14.447,7.701,938.912,1.0018,33.245,1.741,11.039,1
42,B,HM-B210,37.154,49.058,2.342,0.021,3.668,224.163,1014.24,15.261,7.012,926.047,0.965,26.457,0.732,9.814,1
42,C,HM-C305,32.731,49.304,2.497,0.0205,3.452,164.299,1013.77,15.745,6.855,962.514,1.0875,23.103,1.347,12.656,1
42,D,HM-D118,34.934,45.971,1.958,0.0208,3.58,182.846,1012.573,12.626,6.554,1037.494,0.8933,15.959,0.661,11.658,1
42,E,HM-E441,41.695,60.997,5.092,0.0357,6.995,318.985,1013.031,12.244,6.516,987.554,1.0706,15.675,1.189,12.677,1
42,F,HM-F087,35.437,55.394,2.75,0.0243,3.851,223.991,1014.332,11.263,7.32,1015.659,0.9526,34.712,1.145,10.67,1
43,A,HM-A104,36.322,48.779,2.63,0.0275,3.081,204.542,1013.544,15.304,6.712,1006.529,0.9833,21.465,1.609,12.816,1
43,B,HM-B210,36.605,44.777,2.473,0.0286,2.888,217.551,1013.42,13.633,6.81,987.088,1.0818,26.442,1.184,13.021,1
43,C,HM-C305,35.691,53.75,2.46,0.0254,3.504,167.234,1012.1,13.093,7.279,969.333,1.0125,29.142,0.873,12.242,1
43,D,HM-D118,36.865,50.023,3.162,0.0181,3.681,215.822,1013.725,14.032,7.763,902.592,1.0013,18.648,0.89,13.31,1
43,E,HM-E441,38.812,50.22,5.526,0.0406,7.268,405.927,1013.502,10.972,6.339,1007.118,1.0385,27.767,0.356,10.487,1
43,F,HM-F087,35.605,52.673,2.529,0.0206,4.375,166.614,1014.149,13.309,6.722,1005.543,1.0178,17.452,0.798,11.132,1
44,A,HM-A104,36.097,49.87,2.509,0.0044,4.342,249.4,1014.162,15.012,7.043,924.795,0.9993,24.525,1.151,11.48,1
44,B,HM-B210,35.892,51.137,2.671,0.0191,3.65,167.067,1013.563,16.218,7.178,990.695,1.0698,11.717,0.909,12.082,1
44,C,HM-C305,36.494,48.143,2.095,0.0215,3.727,187.824,1011.595,15.734,6.941,969.631,1.0087,22.896,1.19,10.872,1
44,D,HM-D118,34.975,50.21,2.828,0.0224,4.271,184.376,1013.774,14.593,7.022,978.256,0.9247,27.478,2.18,9.753,1
44,E,HM-E441,40.183,56.832,6.025,0.0337,7.688,372.123,1014.334,14.53,7.205,970.187,1.0041,20.39,0.671,13.047,1
44,F,HM-F087,35.706,50.326,2.508,0.0201,3.595,219.793,1013.326,13.304,7.547,905.003,0.9505,17.209,0.643,12.444,1
45,A,HM-A104,34.806,52.157,2.528,0.0264,3.883,162.59,1011.709,13.372,6.373,878.039,1.0426,17.813,0.898,10.963,1
45,B,HM-B210,37.32,46.75,2.389,0.012,3.712,215.562,1014.115,16.443,6.315,997.101,0.9637,22.133,1.183,10.727,1
45,C,HM-C305,37.198,50.383,2.604,0.0102,4.005,192.235,1013.304,16.197,6.153,964.774,0.9766,25.725,1.036,11.394,1
45,D,HM-D118,36.836,51.363,2.415,0.0218,3.811,194.803,1012.248,13.402,6.943,934.779,1.024,25.287,0.984,11.95,1
45,E,HM-E441,41.681,40.836,5.838,0.0502,7.81,386.036,1013.7,13.967,7.349,977.079,1.0262,23.471,1.038,11.812,1
45,F,HM-F087,36.214,57.912,2.816,0.014,3.82,212.028,1012.306,11.18,7.084,986.031,0.9819,11.986,2.025,11.302,1
46,A,HM-A104,34.415,46.308,2.436,0.0231,3.908,196.067,1015.335,13.412,6.842,940.888,0.9753,20.97,1.058,12.705,1
46,B,HM-B210,35.104,49.341,2.571,0.0137,3.773,188.643,1011.311,14.779,6.941,913.211,0.9728,17.448,0.757,11.695,1
46,C,HM-C305,34.442,57.259,3.034,0.0178,3.472,184.086,1012.09,15.275,6.518,979.765,1.0374,15.914,1.145,11.36,1
46,D,HM-D118,36.938,56.104,2.57,0.0203,3.553,151.921,1013.111,14.868,6.977,933.291,0.963,24.729,0.554,13.539,1
46,E,HM-E441,41.722,51.236,5.217,0.057,7.698,386.845,1013.282,12.303,7.978,971.282,0.9844,21.09,1.064,13.419,1
46,F,HM-F087,37.605,51.284,2.477,0.0172,4.137,201.165,1015.44,13.592,7.21,912.597,1.0588,27.548,0.99,10.531,1
47,A,HM-A104,35.07,52.405,2.81,0.0222,3.936,210.389,1011.933,12.977,6.623,974.469,1.0402,17.973,0.872,12.138,1
47,B,HM-B210,35.531,43.654,2.558,0.0185,4.582,238.804,1014.142,13.75,6.801,938.944,0.9403,17.326,1.232,12.762,1
47,C,HM-C305,36.431,50.233,2.744,0.0198,3.262,219.939,1012.232,11.036,6.873,927.537,0.9799,26.28,1.007,10.934,1
47,D,HM-D118,35.71,53.198,3.044,0.0138,3.889,200.22,1013.569,12.969,6.843,908.92,1.0202,26.629,0.084,12.454,1
47,E,HM-E441,38.471,52.597,5.902,0.0482,7.468,365.286,1013.12,14.128,7.263,964.169,0.9971,26.345,0.913,12.942,1
47,F,HM-F087,32.054,59.43,2.94,0.02,3.433,186.689,1012.47,15.878,6.458,901.778,1.0447,21.547,0.737,12.919,1
48,A,HM-A104,35.348,58.094,3.093,0.0247,4.311,199.271,1012.872,13.115,7.746,947.848,0.9624,18.894,0.918,9.683,1
48,B,HM-B210,34.442,51.847,3.082,0.0151,3.042,220.537,1013.959,14.135,6.975,965.243,1.0437,25.281,0.243,11.428,1
48,C,HM-C305,37.003,59.434,2.36,0.0236,4.285,175.459,1012.603,13.407,7.171,957.81,0.959,25.07,0.982,11.451,1
48,D,HM-D118,36.271,51.953,2.932,0.0285,3.635,174.098,1012.209,14.722,7.252,907.456,0.9725,24.665,1.293,11.698,1
48,E,HM-E441,38.879,46.38,6.092,0.058,8.301,364.529,1012.66,14.474,6.794,932.83,0.9748,23.711,1.465,12.701,1
48,F,HM-F087,37.06,46.609,1.963,0.0176,4.732,202.794,1013.232,15.711,7.049,916.519,1.0087,18.975,0.408,12.948,1
49,A,HM-A104,37.565,51.598,2.587,0.0195,3.82,157.038,1013.152,11.908,6.568,1012.331,0.9605,23.058,0.787,11.067,1
49,B,HM-B210,37.559,48.746,2.649,0.0252,4.251,208.845,1011.876,14.651,6.471,944.954,0.9806,20.028,0.872,12.007,1
49,C,HM-C305,37.619,48.651,2.183,0.0216,5.365,189.13,1013.052,13.025,6.556,972.186,0.8967,25.653,1.257,12.324,1
49,D,HM-D118,33.075,47.613,2.812,0.0236,4.077,189.069,1013.906,12.305,7.691,995.191,1.0757,22.789,0.723,12.2,1
49,E,HM-E441,42.836,54.719,5.618,0.0619,8.51,396.819,1012.542,13.105,7.135,932.651,0.9548,25.609,1.725,13.089,1
49,F,HM-F087,36.089,47.547,2.82,0.0193,4.696,171.11,1012.745,15.019,7.824,953.255,0.9709,22.703,1.235,11.07,1
50,A,HM-A104,36.575,54.592,2.069,0.0187,3.721,192.338,1010.759,11.784,6.94,1013.999,0.9609,22.214,0.881,13.365,1
50,B,HM-B210,34.958,51.873,3.104,0.0133,3.898,198.328,1012.532,11.864,6.662,923.822,0.897,21.687,0.781,12.741,1
50,C,HM-C305,37.845,60.863,2.471,0.0147,3.402,142.481,1010.463,10.072,7.173,925.405,0.9601,27.879,0.593,10.906,1
50,D,HM-D118,35.326,52.609,3.327,0.0212,2.943,195.107,1012.002,11.307,7.248,967.479,0.9604,32.27,1.607,8.752,1
50,E,HM-E441,39.547,53.232,6.403,0.0549,8.161,400.782,1013.802,11.062,7.0,958.129,0.9868,28.552,1.678,12.226,1
50,F,HM-F087,37.593,50.693,2.698,0.0041,4.063,209.35,1012.921,12.863,7.205,927.69,0.9736,24.71,1.211,14.465,1
51,A,HM-A104,35.774,45.301,2.459,0.0321,3.412,171.422,1013.669,12.789,8.058,935.089,1.0038,28.851,1.17,12.164,1
51,B,HM-B210,34.827,53.524,2.885,0.0124,3.614,147.918,1013.766,16.441,6.606,940.278,0.9696,14.763,0.623,11.247,1
51,C,HM-C305,37.471,50.829,2.985,0.0108,3.437,225.532,1012.658,14.085,6.461,942.951,1.0039,27.359,1.223,11.644,1
51,D,HM-D118,36.395,45.435,2.546,0.0149,3.861,188.239,1013.232,15.238,7.059,1012.001,1.029,28.746,0.729,10.77,1
51,E,HM-E441,41.952,48.398,6.012,0.0657,8.682,393.214,1013.655,14.772,6.616,1000.501,1.0057,16.451,1.248,11.567,1
51,F,HM-F087,34.692,51.855,2.449,0.02,4.209,215.394,1013.058,13.594,6.483,984.089,1.0537,27.28,1.75,13.555,1
52,A,HM-A104,35.86,54.951,2.012,0.0161,3.634,195.738,1013.142,15.345,6.57,952.97,1.0058,15.799,0.98,13.244,1
52,B,HM-B210,34.198,54.851,1.906,0.0207,3.741,229.102,1012.345,14.484,6.752,965.379,1.0025,26.061,1.111,12.498,1
52,C,HM-C305,35.759,48.13,2.602,0.0199,3.054,198.164,1013.252,10.743,7.277,913.794,1.0045,26.372,1.493,13.309,1
52,D,HM-D118,35.512,59.94,3.183,0.0145,4.584,207.18,1013.177,15.013,7.01,933.199,1.0088,23.856,1.742,11.491,1
52,E,HM-E441,41.775,57.073,7.176,0.0567,8.563,409.808,1013.262,13.405,6.794,935.286,0.9662,24.436,1.471,11.32,1
52,F,HM-F087,34.925,42.533,3.155,0.021,3.453,190.303,1012.424,13.316,7.321,880.981,0.993,27.139,0.716,12.308,1
53,A,HM-A104,34.262,52.159,3.205,0.0183,3.936,219.978,1011.762,16.807,6.655,968.365,0.9975,24.491,0.707,12.077,1
53,B,HM-B210,35.045,49.479,2.432,0.0237,2.337,233.99,1015.296,14.679,7.323,951.839,0.957,23.217,0.18,12.896,1
53,C,HM-C305,36.176,52.95,2.393,0.0103,3.211,176.15,1013.862,14.827,6.836,960.68,0.9884,27.19,1.059,13.684,1
53,D,HM-D118,36.765,47.652,2.68,0.0225,3.306,232.664,1014.721,12.685,7.619,982.674,1.0142,28.709,0.163,12.633,1
53,E,HM-E441,40.909,52.725,6.613,0.0646,8.217,451.12,1014.016,12.886,6.851,922.591,0.9711,21.181,1.197,11.774,1
53,F,HM-F087,37.09,56.391,2.828,0.0184,3.691,210.095,1014.946,14.602,7.17,995.749,1.0247,21.438,1.013,13.261,1
54,A,HM-A104,38.381,59.895,3.09,0.0284,3.638,210.725,1013.107,14.387,6.612,982.544,0.9932,26.865,1.209,11.732,1
54,B,HM-B210,37.321,54.613,2.757,0.0191,3.77,187.638,1012.743,12.302,7.114,928.05,0.9588,24.461,1.34,11.408,1
54,C,HM-C305,36.139,55.007,2.925,0.0162,2.783,222.352,1012.87,14.917,6.956,968.386,0.9643,24.194,1.445,11.987,1
54,D,HM-D118,37.52,55.005,2.608,0.0087,3.846,221.359,1014.891,12.065,6.913,943.723,0.9915,26.329,1.051,12.119,1
54,E,HM-E441,41.737,55.713,6.655,0.0641,8.525,428.384,1013.48,16.15,6.468,979.717,1.0325,21.239,0.866,11.705,1
54,F,HM-F087,39.254,58.784,3.232,0.0178,3.599,246.817,1012.275,13.405,6.821,971.809,1.0105,21.056,0.838,12.316,1
55,A,HM-A104,37.978,49.795,2.795,0.0244,3.775,208.405,1016.395,14.615,7.095,982.833,1.0244,26.528,0.655,10.973,1
55,B,HM-B210,38.193,48.636,2.683,0.021,3.882,186.772,1012.98,13.18,6.704,911.592,1.0203,14.329,0.686,13.6,1
55,C,HM-C305,37.49,51.541,2.85,0.0169,3.419,166.332,1012.85,14.013,7.097,958.503,1.0602,28.046,1.843,14.433,1
55,D,HM-D118,36.579,51.232,2.387,0.0311,4.495,221.979,1013.954,13.477,7.323,945.519,0.9332,23.6,1.739,11.665,1
55,E,HM-E441,44.306,56.618,7.789,0.0616,10.19,484.358,1015.126,15.845,7.145,979.197,0.9911,30.482,0.715,11.384,0
55,F,HM-F087,36.753,54.025,3.186,0.0295,5.053,191.765,1014.728,12.943,6.562,896.048,0.9993,28.701,1.174,12.219,1
56,A,HM-A104,37.633,52.745,2.71,0.0162,4.301,232.782,1013.709,15.178,7.266,936.194,1.0591,26.76,0.992,15.156,1
56,B,HM-B210,37.141,57.395,3.008,0.0227,3.423,214.803,1013.696,14.377,7.286,977.673,1.0032,15.256,0.572,12.408,1
56,C,HM-C305,38.079,55.429,2.088,0.0228,3.915,211.112,1012.157,12.935,5.731,938.146,0.8728,37.826,0.97,12.035,1
56,D,HM-D118,36.173,57.528,2.71,0.0251,4.941,190.615,1013.99,13.741,7.279,904.32,1.0116,18.301,1.362,10.138,1
56,E,HM-E441,41.824,52.334,7.292,0.0673,10.323,476.101,1013.62,14.654,7.587,972.085,1.0307,24.91,1.207,12.714,0
56,F,HM-F087,36.285,53.06,2.592,0.0177,3.499,205.084,1012.326,14.142,7.252,1006.039,1.0455,24.778,1.251,11.268,1
57,A,HM-A104,36.114,51.63,2.528,0.0157,4.075,193.147,1012.296,15.137,7.062,952.57,1.031,31.323,1.126,11.325,1
57,B,HM-B210,36.653,41.728,2.786,0.0295,4.104,223.959,1013.278,12.378,7.41,987.681,0.9949,18.541,1.373,11.069,1
57,C,HM-C305,36.414,50.882,2.966,0.0201,3.281,218.382,1014.845,14.848,6.357,945.508,1.02,24.967,1.509,10.448,1
57,D,HM-D118,33.351,52.836,3.121,0.0225,3.732,192.564,1012.269,16.719,7.146,970.77,1.0289,22.938,0.668,12.089,1
57,E,HM-E441,43.662,54.331,7.335,0.058,8.7,432.143,1012.932,13.605,6.84,958.143,0.932,33.81,1.113,12.32,0
57,F,HM-F087,37.169,56.029,2.57,0.0258,4.115,214.318,1013.215,14.826,7.823,935.783,1.0255,24.733,0.629,15.694,1
58,A,HM-A104,36.942,50.13,2.486,0.0254,3.773,182.11,1012.308,13.89,6.723,992.719,1.0466,31.37,0.652,13.311,1
58,B,HM-B210,37.741,48.059,2.703,0.0126,3.362,199.592,1014.235,12.252,7.255,924.901,0.958,23.417,1.243,12.36,1
58,C,HM-C305,37.085,58.122,2.665,0.0131,3.36,239.706,1012.505,12.144,6.61,958.896,0.9789,21.24,0.376,10.383,1
58,D,HM-D118,34.648,54.849,2.754,0.017,4.277,191.715,1012.814,13.013,6.168,957.722,1.0727,27.638,1.092,11.339,1
58,E,HM-E441,43.903,53.601,8.28,0.0616,8.714,444.412,1012.817,11.982,7.14,1014.609,1.041,24.915,1.165,13.543,0
58,F,HM-F087,34.951,53.664,2.334,0.0156,4.063,206.08,1013.3,15.947,7.47,954.375,1.0179,29.557,0.415,11.829,1
59,A,HM-A104,35.899,48.163,2.394,0.0206,3.121,138.265,1013.25,13.294,6.158,912.874,0.9756,35.409,0.817,13.397,1
59,B,HM-B210,35.649,53.975,2.216,0.0268,4.213,161.945,1012.351,12.686,6.676,984.808,0.975,24.454,1.029,13.392,1
59,C,HM-C305,34.865,53.009,2.422,0.0148,3.786,184.113,1011.822,14.741,7.275,984.496,1.0287,17.137,0.86,12.185,1
59,D,HM-D118,38.176,50.094,3.492,0.0159,3.477,237.952,1011.823,14.418,7.097,1021.881,1.0474,16.911,0.804,12.639,1
59,E,HM-E441,43.912,54.171,7.458,0.0633,10.143,463.685,1012.162,17.078,6.311,973.711,1.043,25.33,0.82,12.303,0
59,F,HM-F087,35.783,57.459,1.946,0.024,3.993,195.563,1011.61,13.943,7.462,931.22,1.0463,14.55,0.745,11.869,1
60,A,HM-A104,36.309,55.753,3.165,0.016,4.229,195.006,1012.174,12.57,6.546,1005.218,0.9796,29.438,1.264,13.093,1
60,B,HM-B210,36.613,53.99,3.495,0.0176,4.326,170.293,1013.354,15.858,6.697,911.844,0.9888,25.428,0.949,11.725,1
60,C,HM-C305,36.394,52.025,2.855,0.0184,3.719,191.111,1010.705,14.402,7.089,972.693,0.9731,18.791,0.796,12.341,1
60,D,HM-D118,34.205,54.539,2.455,0.0203,4.197,174.662,1013.046,11.445,7.607,921.409,0.9702,27.998,1.126,12.127,1
60,E,HM-E441,44.196,50.231,7.684,0.0652,9.643,456.74,1013.653,14.248,6.084,912.824,0.9828,23.796,1.314,14.293,0
60,F,HM-F087,36.254,53.396,2.693,0.0204,4.042,157.4,1011.99,16.092,7.142,965.832,0.9875,20.179,1.431,12.591,1
61,A,HM-A104,35.03,51.13,2.776,0.0231,4.185,195.416,1012.815,12.974,7.247,895.674,0.9809,22.764,1.272,10.861,1
61,B,HM-B210,35.784,46.659,2.26,0.0156,4.26,186.974,1012.396,13.657,7.872,937.37,0.9412,20.794,0.925,10.492,1
61,C,HM-C305,34.682,44.841,2.865,0.0193,4.173,184.321,1012.889,13.698,6.401,995.21,1.0026,30.175,1.284,11.724,1
61,D,HM-D118,34.488,50.483,2.449,0.0108,4.46,221.597,1013.439,13.965,7.835,878.008,0.9922,38.587,0.237,14.62,1
61,E,HM-E441,42.989,53.436,7.571,0.0785,10.547,459.27,1012.658,12.269,6.652,974.604,0.9565,24.75,1.38,10.992,0
61,F,HM-F087,36.255,50.585,2.703,0.0205,3.463,260.558,1012.435,12.675,7.102,964.755,1.0189,29.838,1.101,11.595,1
62,A,HM-A104,35.667,54.17,3.084,0.02,4.337,209.578,1013.616,15.68,6.706,955.52,0.9941,28.04,1.672,11.117,1
62,B,HM-B210,36.128,57.054,3.124,0.0176,4.004,185.615,1013.275,16.536,6.817,966.419,0.9752,24.211,0.654,12.574,1
62,C,HM-C305,34.416,54.734,2.698,0.0173,4.202,201.685,1013.399,14.695,6.949,949.122,1.0741,33.454,1.292,12.072,1
62,D,HM-D118,32.903,50.476,3.041,0.022,4.244,189.179,1014.183,14.385,6.748,968.82,1.0287,14.262,1.838,12.03,1
62,E,HM-E441,45.795,57.454,7.725,0.067,10.254,521.853,1011.314,18.781,6.906,927.666,1.0151,23.233,1.299,12.196,0
62,F,HM-F087,35.696,49.165,2.654,0.0218,4.137,212.197,1012.95,13.755,6.966,995.793,0.9942,36.1,1.106,12.366,1
63,A,HM-A104,35.801,57.263,1.903,0.015,4.389,222.603,1012.167,15.862,7.094,992.556,0.992,19.61,0.561,11.035,1
63,B,HM-B210,36.796,52.024,2.9,0.0145,3.782,126.79,1011.581,14.985,6.47,928.485,0.9714,24.511,1.086,13.489,1
63,C,HM-C305,37.364,49.99,2.792,0.0186,4.085,250.24,1012.437,14.925,7.003,937.634,1.0168,25.131,1.28,12.592,1
63,D,HM-D118,36.121,52.286,2.29,0.0212,3.497,210.152,1013.03,15.441,5.943,959.181,0.9932,30.903,1.009,11.699,1
63,E,HM-E441,44.986,57.227,8.425,0.081,10.495,552.141,1012.317,15.336,7.341,909.408,1.0295,26.377,0.638,13.306,0
63,F,HM-F087,35.928,57.657,2.698,0.0201,3.883,223.68,1013.953,11.351,7.317,1008.19,0.9697,35.88,1.567,10.936,1
64,A,HM-A104,35.412,51.929,2.95,0.0257,2.767,218.578,1012.594,12.797,6.863,953.58,0.9383,29.245,1.103,10.335,1
64,B,HM-B210,35.827,51.005,2.837,0.0219,2.939,199.452,1013.437,13.478,7.141,941.348,0.9917,26.035,1.008,11.762,1
64,C,HM-C305,35.664,51.328,2.729,0.018,3.614,175.821,1013.495,15.559,6.238,905.451,0.9704,37.111,1.22,11.495,1
64,D,HM-D118,35.931,60.197,2.077,0.0299,3.373,213.618,1013.971,13.485,6.343,931.058,1.0753,25.935,1.369,12.58,1
