tick,node_id,Helmet_ID,Temp_C,Humidity_Percent,CH4_ppm,H2S_ppm,CO_ppm,VOC_ppm,Pressure_hPa,Mud_Level_cm,Mud_Viscosity_Index,Mud_Salinity_uS_cm,Accel_Z_g,Light_lux,Impact_N,Fluid_Level_cm,node_online
32,B,HM-B210,35.933,46.869,2.813,0.0265,3.538,153.603,1012.768,16.306,6.133,983.175,1.0549,27.996,1.432,10.999,1
32,C,HM-C305,36.511,42.569,2.362,0.0165,3.406,180.184,1012.388,13.346,6.684,986.565,0.9987,24.403,1.362,11.593,1
32,D,HM-D118,35.901,50.453,2.449,0.0237,3.343,190.746,1011.917,11.645,6.722,925.567,1.0243,27.855,1.077,13.448,1
32,E,HM-E441,33.368,39.569,2.399,0.018,3.531,194.773,1013.209,15.598,6.896,896.496,1.0229,22.445,0.865,11.258,1
32,F,HM-F087,36.065,44.747,2.667,0.0138,3.113,157.914,1010.463,12.518,7.005,901.893,0.9774,23.987,0.877,9.125,1
33,A,HM-A104,34.373,48.031,2.39,0.0171,4.152,168.885,1011.018,14.48,6.853,986.812,1.0055,26.194,0.718,11.897,1
33,B,HM-B210,34.972,46.119,1.91,0.016,3.56,195.095,1014.278,13.718,6.536,952.514,1.0473,25.741,0.801,10.303,1
33,C,HM-C305,35.12,45.766,2.443,0.0266,3.399,179.365,1014.334,13.657,6.779,881.736,0.9668,25.629,1.206,11.369,1
33,D,HM-D118,34.47,49.638,2.064,0.0198,3.395,155.103,1014.757,12.976,7.062,926.518,0.9911,27.162,0.886,12.819,1
33,E,HM-E441,35.007,42.579,2.232,0.0172,2.426,180.774,1013.845,15.245,6.707,913.824,0.9713,29.221,1.3,12.285,1
33,F,HM-F087,34.668,45.119,2.202,0.0198,3.211,191.891,1013.38,14.035,7.844,974.17,0.979,27.354,0.558,12.172,1
34,A,HM-A104,34.972,43.219,2.397,0.016,3.448,146.07,1013.648,13.81,6.855,941.682,1.0163,24.025,0.728,13.12,1
34,B,HM-B210,34.76,51.064,2.214,0.0235,3.474,183.771,1012.943,14.545,7.276,927.911,1.0093,20.244,0.859,11.167,1
34,C,HM-C305,34.264,38.857,2.948,0.0206,3.79,176.094,1013.329,13.156,6.421,953.918,1.0091,22.498,1.394,13.256,1
34,D,HM-D118,34.084,45.388,2.492,0.0169,4.159,165.882,1012.569,13.754,7.381,956.76,1.0192,26.467,1.154,12.722,1
34,E,HM-E441,35.487,44.781,2.469,0.0184,3.635,177.648,1012.713,12.208,7.236,931.465,1.0266,16.295,1.455,11.801,1
34,F,HM-F087,35.417,45.717,1.949,0.0214,3.332,173.484,1013.435,13.548,7.155,919.319,0.9835,16.449,1.186,10.34,1
35,A,HM-A104,36.962,44.621,2.387,0.0141,3.686,163.467,1012.826,10.668,7.085,950.088,0.9834,18.317,0.896,11.898,1
35,B,HM-B210,36.098,44.564,2.325,0.0188,3.597,165.042,1012.793,13.899,6.662,954.372,0.9665,24.987,0.923,10.136,1
35,C,HM-C305,35.869,49.478,1.969,0.0218,3.524,161.917,1012.394,16.374,7.494,1032.594,0.9811,22.467,0.779,12.125,1
35,D,HM-D118,34.267,42.674,2.38,0.0202,4.275,179.606,1011.702,13.329,6.602,954.953,0.9972,25.885,1.385,10.944,1
35,E,HM-E441,35.688,47.515,2.653,0.0208,3.08,180.853,1013.586,16.768,7.098,946.886,1.0325,22.407,1.143,10.761,1
35,F,HM-F087,34.814,53.794,2.884,0.0216,3.593,184.544,1013.029,15.291,6.867,1003.79,0.9993,20.362,1.405,13.102,1
36,A,HM-A104,34.974,46.376,2.547,0.0181,3.877,166.93,1010.523,13.922,6.856,951.996,0.9086,26.071,0.811,11.466,1
36,B,HM-B210,34.766,49.243,2.559,0.0139,3.426,171.07,1012.483,12.952,6.79,983.266,0.9674,23.962,0.997,13.486,1
36,C,HM-C305,35.139,39.351,2.454,0.0175,3.227,162.706,1012.979,15.524,7.361,961.897,0.9923,25.655,1.461,13.004,1
36,D,HM-D118,34.391,44.238,2.468,0.0138,3.032,193.29,1013.368,12.494,7.082,947.831,0.9747,18.186,0.694,12.124,1
36,E,HM-E441,34.752,46.931,2.467,0.0195,3.714,160.274,1013.03,16.683,6.621,983.57,0.9912,27.094,0.638,11.245,1
36,F,HM-F087,35.031,45.889,2.638,0.0151,3.331,183.4,1012.769,13.408,6.872,959.619,0.9994,23.41,0.461,13.294,1
37,A,HM-A104,35.252,40.721,2.468,0.0167,3.262,210.449,1012.518,16.282,6.395,1007.017,0.9806,17.171,0.553,10.909,1
37,B,HM-B210,34.94,47.197,2.649,0.0172,3.933,182.67,1013.589,12.923,7.131,950.2,0.9718,29.404,0.943,13.298,1
37,C,HM-C305,34.226,51.41,2.965,0.0153,3.191,170.503,1011.624,14.713,6.986,947.825,1.047,23.191,0.711,13.577,1
37,D,HM-D118,36.654,45.481,2.541,0.0217,3.457,158.802,1011.958,16.866,7.382,989.055,0.9942,24.036,1.187,12.081,1
37,E,HM-E441,35.23,40.71,2.657,0.0222,3.098,176.4,1011.455,13.823,7.13,953.714,1.047,26.179,1.33,12.631,1
37,F,HM-F087,35.361,45.603,2.376,0.022,3.246,164.249,1010.824,15.905,7.116,940.574,1.0499,20.139,0.937,11.464,1
38,A,HM-A104,37.016,46.325,2.796,0.0186,3.275,181.928,1012.145,11.827,6.888,995.625,0.9986,29.305,1.14,13.766,1
38,B,HM-B210,36.181,45.724,2.511,0.0193,2.545,174.481,1013.377,15.091,6.71,906.679,1.0067,24.825,1.118,11.25,1
38,C,HM-C305,34.554,43.844,2.774,0.0194,3.352,181.056,1012.313,14.942,7.181,1037.327,0.9906,32.452,0.725,10.87,1
38,D,HM-D118,34.887,40.598,3.074,0.0211,4.412,170.864,1014.397,13.601,6.608,948.225,1.0172,17.187,0.687,13.021,1
38,E,HM-E441,33.447,45.497,2.856,0.0155,3.841,202.519,1011.536,11.855,7.089,944.636,0.9832,20.756,1.195,12.737,1
38,F,HM-F087,34.69,45.749,2.51,0.0184,3.962,189.193,1012.302,12.425,6.56,897.028,0.9673,20.46,0.941,11.776,1
39,A,HM-A104,33.308,39.769,2.704,0.0197,3.675,177.496,1014.555,14.505,6.836,922.671,1.0051,19.218,1.162,12.719,1
39,B,HM-B210,35.243,47.101,2.556,0.0201,3.547,177.895,1014.008,13.929,6.954,943.928,1.0512,17.406,1.115,14.543,1
39,C,HM-C305,34.216,50.063,2.573,0.0189,3.371,191.921,1011.371,13.531,7.515,975.052,1.0221,28.586,0.753,11.999,1
39,D,HM-D118,34.315,48.554,2.681,0.0244,3.963,176.125,1014.375,16.757,7.512,937.868,1.0022,19.312,0.752,13.295,1
39,E,HM-E441,35.27,46.88,2.465,0.0141,3.666,197.066,1012.876,15.047,6.523,923.554,0.9953,27.905,1.103,12.474,1
39,F,HM-F087,34.463,46.219,3.043,0.0176,3.831,179.1,1012.723,15.134,6.263,919.361,0.9615,19.795,0.923,10.645,1
40,A,HM-A104,33.988,49.373,2.911,0.0214,3.359,184.512,1013.011,14.066,7.245,958.972,0.9439,20.938,1.468,14.009,1
40,B,HM-B210,36.373,43.451,2.236,0.0222,3.606,177.605,1011.011,16.064,7.467,996.18,0.9649,14.151,1.132,12.556,1
40,C,HM-C305,34.763,43.806,2.602,0.0191,3.618,209.808,1010.691,13.88,7.083,905.188,1.0281,28.399,1.049,10.547,1
40,D,HM-D118,35.693,42.24,2.739,0.0131,3.724,174.069,1012.424,12.91,7.496,936.869,0.9865,26.373,0.74,11.391,1
40,E,HM-E441,34.741,43.079,2.348,0.0254,3.301,140.896,1013.786,11.727,6.875,968.267,0.9851,25.401,0.853,12.199,1
40,F,HM-F087,36.042,43.684,2.129,0.023,4.087,169.965,1010.612,12.163,7.373,978.109,0.9806,29.17,0.592,11.469,1
41,A,HM-A104,33.929,48.703,2.123,0.0243,3.905,143.731,1013.536,17.164,6.804,950.393,1.023,34.037,1.423,13.729,1
41,B,HM-B210,33.31,47.055,2.234,0.0267,3.133,161.713,1010.347,13.483,6.993,907.846,1.0128,15.993,0.934,10.9,1
41,C,HM-C305,34.587,41.315,2.55,0.0233,3.374,178.061,1013.584,12.103,6.946,944.102,0.9985,31.106,1.157,11.761,1
41,D,HM-D118,33.184,47.466,2.283,0.0138,3.544,172.073,1012.539,15.836,7.331,937.504,0.9785,23.736,1.359,8.896,1
41,E,HM-E441,37.197,45.111,2.266,0.0214,3.296,166.335,1013.603,13.265,8.057,927.972,0.9934,25.239,0.568,11.252,1
41,F,HM-F087,34.206,42.923,2.091,0.0231,2.832,175.76,1013.982,16.316,6.563,953.037,0.9465,25.931,1.546,11.298,1
42,A,HM-A104,35.983,43.102,2.755,0.017,3.652,177.643,1013.593,14.81,6.352,932.293,1.0162,27.89,1.127,11.749,1
42,B,HM-B210,32.794,42.147,2.284,0.019,4.468,174.57,1013.412,11.667,7.102,974.118,0.9794,34.441,1.378,11.45,1
42,C,HM-C305,35.888,50.009,2.419,0.0149,3.379,178.182,1013.766,14.974,6.287,943.773,0.9727,23.128,0.969,14.319,1
42,D,HM-D118,31.604,46.187,2.43,0.0167,3.604,186.347,1012.383,14.534,6.456,985.668,1.0257,25.419,1.109,12.176,1
42,E,HM-E441,35.028,40.44,2.658,0.0172,3.418,185.678,1013.315,13.179,6.177,953.708,0.9909,19.637,1.2,12.983,1
42,F,HM-F087,33.912,41.114,2.184,0.0164,3.585,150.081,1011.548,13.3,6.222,990.98,1.0276,10.172,0.815,10.784,1
43,A,HM-A104,34.862,42.546,2.424,0.0146,3.047,146.589,1012.008,15.758,6.915,892.657,1.0289,20.79,0.495,12.388,1
43,B,HM-B210,35.995,44.446,2.455,0.0175,3.161,208.672,1012.892,13.718,7.541,986.043,1.0168,23.907,0.436,13.275,1
43,C,HM-C305,35.19,42.962,2.11,0.0251,3.622,186.858,1011.691,13.07,6.555,958.969,1.0037,25.759,1.338,12.968,1
43,D,HM-D118,35.58,45.04,2.651,0.0167,3.564,174.989,1010.79,16.331,6.918,949.931,0.9835,27.667,0.945,13.697,1
43,E,HM-E441,34.979,45.541,2.485,0.0178,3.23,178.731,1011.938,11.14,6.532,939.843,0.9727,16.864,0.632,10.856,1
43,F,HM-F087,35.455,46.554,2.659,0.0183,3.393,175.3,1014.671,14.236,7.209,986.321,0.991,25.357,0.965,10.962,1
44,A,HM-A104,32.918,45.725,2.399,0.0158,3.61,178.671,1013.785,15.169,7.634,1039.189,0.982,22.771,0.636,12.928,1
44,B,HM-B210,33.006,43.914,2.862,0.0159,3.064,170.885,1012.204,11.998,6.81,973.628,1.0494,26.297,0.989,11.5,1
44,C,HM-C305,34.878,47.871,2.311,0.0139,3.666,174.221,1012.787,10.624,7.315,894.452,0.9513,20.778,0.88,11.233,1
44,D,HM-D118,33.822,48.777,2.663,0.0175,3.217,159.473,1012.105,14.0,7.371,936.682,1.0501,24.939,0.82,11.326,1
44,E,HM-E441,36.045,47.912,2.777,0.0162,3.578,182.852,1012.166,14.467,6.62,970.87,0.9789,26.875,1.276,12.882,1
44,F,HM-F087,34.408,46.139,2.615,0.014,3.807,157.794,1011.648,13.621,6.6,969.365,0.964,25.215,0.957,10.908,1
45,A,HM-A104,32.404,39.807,2.671,0.0183,3.836,194.504,1012.363,12.748,7.551,946.366,0.9901,22.076,1.224,13.209,1
45,B,HM-B210,34.938,40.137,2.795,0.0145,3.455,166.306,1014.262,15.856,7.686,995.313,0.9922,28.475,1.125,12.561,1
45,C,HM-C305,36.406,45.131,2.411,0.0253,4.094,162.492,1012.842,13.759,6.959,921.549,1.0259,23.042,1.02,11.77,1
45,D,HM-D118,36.682,45.136,2.985,0.0206,3.13,149.771,1011.953,15.596,7.067,887.945,0.9668,10.64,1.696,11.189,1
45,E,HM-E441,36.044,44.151,2.53,0.0161,4.357,183.592,1011.819,13.535,7.14,1016.872,0.9515,31.128,1.437,12.174,1
45,F,HM-F087,37.968,42.142,2.615,0.0195,3.417,176.494,1013.858,15.419,6.259,931.623,0.9843,19.035,0.693,9.39,1
46,A,HM-A104,33.746,43.97,2.723,0.0198,3.878,194.141,1012.482,13.438,7.473,925.717,0.9675,15.626,1.199,11.676,1
46,B,HM-B210,33.921,44.632,2.124,0.025,3.633,169.493,1011.537,13.555,6.856,911.967,1.0002,28.618,1.474,12.205,1
46,C,HM-C305,35.024,45.495,2.768,0.0184,3.667,166.053,1013.414,13.918,7.383,996.829,0.9847,16.677,1.045,11.197,1
46,D,HM-D118,35.054,42.434,2.187,0.0169,2.995,194.009,1012.447,14.344,6.919,909.591,0.994,21.397,0.82,13.858,1
46,E,HM-E441,33.893,43.888,2.429,0.0153,3.435,184.877,1013.025,14.662,7.107,950.571,1.0147,30.934,1.204,11.049,1
46,F,HM-F087,34.329,41.402,2.606,0.0293,3.257,191.772,1013.218,14.084,7.223,956.84,0.989,30.573,1.183,12.226,1
47,A,HM-A104,36.064,41.136,2.796,0.0122,3.156,192.575,1013.405,15.728,7.281,964.202,1.0018,21.798,0.694,12.116,1
47,B,HM-B210,34.335,47.688,2.191,0.0182,4.191,174.372,1013.86,13.568,6.982,850.627,0.9776,24.868,0.996,12.391,1
47,C,HM-C305,35.962,46.848,2.049,0.0189,3.04,187.132,1014.499,14.534,6.162,957.0,0.9877,25.211,1.218,12.146,1
47,D,HM-D118,34.396,41.979,2.829,0.0171,2.901,195.745,1015.662,12.545,6.931,1015.636,0.9701,16.376,1.364,11.627,1
47,E,HM-E441,35.054,44.434,2.386,0.0165,3.857,185.437,1013.129,14.885,6.922,945.333,0.9409,31.6,1.578,12.281,1
47,F,HM-F087,36.75,45.538,2.606,0.0137,3.148,174.728,1012.612,14.604,6.921,972.732,0.9642,24.659,0.885,11.931,1
48,A,HM-A104,38.388,44.318,2.353,0.0147,3.693,157.874,1012.416,15.437,8.002,930.565,0.9966,22.293,1.005,12.303,1
48,B,HM-B210,35.201,47.128,2.594,0.0162,3.878,194.849,1013.152,13.077,6.544,926.263,1.0221,16.376,0.67,10.607,1
48,C,HM-C305,34.751,46.022,2.532,0.0224,3.962,193.342,1013.641,16.679,7.626,968.379,0.9718,23.049,1.574,13.17,1
48,D,HM-D118,34.175,47.421,2.301,0.0236,3.41,165.12,1014.123,15.708,7.171,905.535,0.9764,29.417,1.232,12.308,1
48,E,HM-E441,34.291,46.283,2.819,0.0171,3.739,178.097,1012.045,15.791,7.261,936.882,0.998,24.094,0.789,10.323,1
48,F,HM-F087,37.975,43.976,2.689,0.0217,3.339,170.979,1012.035,11.625,6.316,1021.106,1.0064,18.416,1.234,13.203,1
49,A,HM-A104,35.556,41.93,2.507,0.0151,3.278,194.771,1014.999,15.623,7.486,961.6,0.9686,29.139,1.079,10.7,1
49,B,HM-B210,34.856,42.782,2.22,0.0128,3.607,148.451,1012.249,12.081,6.625,891.404,1.005,25.263,1.691,10.128,1
49,C,HM-C305,35.613,46.965,2.27,0.0197,3.68,185.344,1012.96,16.157,7.166,930.418,0.961,24.744,1.709,10.584,1
49,D,HM-D118,35.69,43.731,2.63,0.0254,2.728,189.776,1012.937,14.205,6.317,923.659,1.0111,24.836,1.303,10.586,1
49,E,HM-E441,33.912,43.092,2.668,0.0191,2.935,182.535,1013.125,13.411,7.49,996.979,1.0269,24.595,0.617,11.727,1
49,F,HM-F087,34.3,45.299,2.09,0.02,3.663,171.282,1012.636,11.731,6.888,951.529,1.0301,20.923,0.851,12.496,1
50,A,HM-A104,34.908,48.285,2.27,0.0251,3.517,218.313,1013.554,13.934,7.119,943.058,1.0109,22.875,0.653,9.024,1
50,B,HM-B210,36.516,47.822,2.835,0.0221,3.546,174.689,1012.995,13.374,7.522,944.398,0.9898,23.634,1.434,11.517,1
50,C,HM-C305,34.605,37.018,3.03,0.0226,4.017,174.282,1011.984,13.29,6.857,936.104,0.9879,33.961,0.973,12.486,1
50,D,HM-D118,36.396,42.985,2.702,0.0145,3.561,187.441,1011.94,14.587,7.126,948.317,0.9348,25.784,1.012,11.815,1
50,E,HM-E441,35.098,40.351,2.941,0.0227,3.69,168.86,1013.32,15.782,7.272,916.397,1.0627,27.41,0.88,11.9,1
50,F,HM-F087,36.375,47.525,2.78,0.0212,2.744,179.604,1014.761,14.207,7.67,920.763,1.0347,22.281,0.917,14.114,1
51,A,HM-A104,36.339,40.787,2.274,0.0177,3.763,199.798,1012.137,13.943,6.999,960.192,1.0297,20.967,1.145,10.936,1
51,B,HM-B210,35.116,44.473,2.463,0.019,3.64,170.095,1013.533,16.591,7.411,957.542,1.032,25.804,0.609,12.356,1
51,C,HM-C305,35.435,42.954,2.82,0.0246,3.855,193.124,1013.034,12.695,7.084,923.972,0.9592,23.17,1.282,11.268,1
51,D,HM-D118,35.411,44.137,2.5,0.0167,3.753,182.517,1012.838,12.351,6.905,937.723,0.9766,31.058,1.328,12.781,1
51,E,HM-E441,34.316,43.62,2.611,0.0165,3.266,201.222,1013.698,15.454,6.785,975.335,0.9746,28.906,0.847,12.98,1
51,F,HM-F087,35.118,43.287,2.361,0.0151,4.057,209.804,1011.674,16.07,6.64,938.334,0.9973,32.922,0.913,12.499,1
52,A,HM-A104,34.177,44.304,2.816,0.0157,3.346,166.903,1014.774,16.041,6.526,912.34,0.9949,27.465,0.793,11.79,1
52,B,HM-B210,34.807,48.05,2.634,0.0199,3.866,184.882,1013.794,14.015,7.719,949.525,1.0071,27.472,1.526,11.174,1
52,C,HM-C305,32.719,44.531,2.476,0.0213,3.166,194.167,1012.874,15.067,6.568,943.652,1.0119,21.934,0.743,12.026,1
52,D,HM-D118,34.96,47.701,2.103,0.0182,3.027,188.604,1014.1,15.042,7.003,920.331,1.0091,30.262,0.918,12.233,1
52,E,HM-E441,36.958,40.799,2.355,0.0206,3.277,160.644,1012.938,13.893,6.711,964.283,1.031,13.58,1.025,8.357,1
52,F,HM-F087,34.844,43.202,2.793,0.0182,3.249,189.317,1011.691,16.594,7.287,980.794,1.0294,23.066,1.279,12.298,1
53,A,HM-A104,32.846,48.708,2.482,0.0181,3.679,175.719,1013.06,13.364,8.444,935.872,0.9509,21.333,1.136,9.495,1
53,B,HM-B210,35.831,49.837,2.424,0.0106,3.476,160.464,1012.292,14.031,7.534,955.084,0.9815,21.836,0.86,12.652,1
53,C,HM-C305,36.448,41.76,3.044,0.0234,4.805,189.289,1012.69,15.824,6.683,954.972,1.0363,8.576,1.466,12.069,1
53,D,HM-D118,36.049,48.091,2.368,0.0237,3.466,195.756,1012.158,13.804,7.62,973.112,1.0745,16.091,1.091,11.548,1
53,E,HM-E441,34.793,41.189,2.297,0.0225,2.857,149.49,1011.961,14.69,7.041,1022.98,0.9966,27.737,0.78,12.362,1
53,F,HM-F087,33.602,45.099,2.519,0.0209,2.744,169.313,1013.781,13.022,6.465,928.146,1.0236,32.601,0.905,12.927,1
54,A,HM-A104,35.172,43.899,2.456,0.0217,3.341,174.81,1012.697,14.594,7.799,997.153,1.0188,32.478,0.886,11.71,1
54,B,HM-B210,35.815,48.013,2.669,0.0251,3.464,170.679,1014.482,13.608,6.737,960.87,0.9957,22.575,1.121,10.541,1
54,C,HM-C305,35.428,51.034,2.514,0.0196,3.704,165.631,1013.927,15.808,7.162,1016.425,1.0109,31.084,1.297,10.81,1
54,D,HM-D118,35.146,45.692,2.401,0.0185,3.315,182.836,1013.695,15.379,7.68,980.274,0.97,30.378,0.472,11.336,1
54,E,HM-E441,33.485,49.136,2.771,0.0162,3.679,178.507,1014.254,15.788,7.421,998.876,1.0639,33.706,0.856,12.215,1
54,F,HM-F087,34.793,46.462,2.54,0.0134,4.11,169.059,1011.751,14.289,6.344,931.163,1.0169,18.212,1.017,12.248,1
55,A,HM-A104,34.623,43.993,2.529,0.021,4.267,195.641,1012.967,13.032,7.044,964.486,1.0335,18.504,0.937,11.454,1
55,B,HM-B210,34.423,43.237,2.556,0.0071,3.295,194.178,1012.106,14.585,7.179,913.93,0.9883,27.878,1.528,11.618,1
55,C,HM-C305,35.588,46.449,3.076,0.0208,3.979,185.066,1013.304,14.442,7.35,949.519,0.9875,30.848,1.541,12.42,1
55,D,HM-D118,34.227,52.633,2.099,0.0186,4.064,198.492,1013.971,8.687,6.703,986.237,0.9914,33.444,1.006,11.872,1
55,E,HM-E441,35.276,41.109,2.147,0.0202,3.338,164.528,1011.656,15.456,6.477,935.986,0.9743,29.058,0.502,11.536,1
55,F,HM-F087,36.997,50.417,2.515,0.0136,3.958,162.775,1013.571,15.213,6.928,1034.118,1.0261,31.199,0.8,11.935,1
56,A,HM-A104,34.51,47.185,1.904,0.0221,3.515,167.885,1014.064,15.541,6.858,973.309,0.9624,28.29,0.097,12.586,1
56,B,HM-B210,34.51,43.958,2.431,0.0204,3.811,183.843,1012.898,14.905,7.02,991.168,0.9871,16.097,0.982,12.643,1
56,C,HM-C305,35.193,44.288,2.676,0.0185,3.519,180.215,1014.372,13.215,7.377,996.801,0.9574,22.824,1.046,11.192,1
56,D,HM-D118,33.259,43.768,2.591,0.0281,3.545,163.414,1012.357,15.713,6.366,987.375,1.0246,26.46,1.417,16.302,1
56,E,HM-E441,34.689,45.351,2.825,0.0222,3.254,178.401,1011.98,14.482,7.3,1020.257,1.0263,31.335,1.057,13.963,1
56,F,HM-F087,34.213,42.565,2.677,0.0099,3.23,183.478,1013.348,12.375,7.472,933.308,0.9445,19.139,0.81,12.223,1
57,A,HM-A104,33.745,44.631,2.215,0.0167,3.418,186.051,1011.575,14.186,7.113,867.229,1.0116,19.447,0.465,11.828,1
57,B,HM-B210,35.7,44.306,2.783,0.0258,2.795,169.062,1012.741,15.985,7.498,955.542,0.9955,17.891,0.962,10.967,1
57,C,HM-C305,34.921,42.276,3.415,0.0256,3.934,170.237,1011.966,16.33,6.826,920.313,0.9422,22.025,1.259,11.549,1
57,D,HM-D118,34.757,44.918,3.124,0.0132,3.436,212.099,1013.52,11.467,7.425,898.629,1.003,25.842,0.678,10.1,1
57,E,HM-E441,34.769,45.264,2.29,0.0271,3.572,199.387,1011.619,13.172,7.083,965.915,0.9956,27.676,0.946,12.142,1
57,F,HM-F087,33.981,46.966,2.694,0.0157,3.378,163.034,1014.594,13.619,6.59,942.861,0.9998,22.393,1.04,11.061,1
58,A,HM-A104,35.301,48.312,2.515,0.0193,3.783,179.701,1013.375,13.999,6.587,956.337,0.9812,24.307,1.387,11.852,1
58,B,HM-B210,35.573,47.146,2.609,0.0177,3.346,175.129,1011.247,10.939,6.452,913.642,0.9836,30.558,0.88,10.571,1
58,C,HM-C305,33.76,44.798,3.268,0.0263,4.072,183.146,1012.773,12.821,7.334,928.002,0.9767,22.613,1.415,12.279,1
58,D,HM-D118,34.346,38.192,2.671,0.0185,3.692,165.999,1013.526,15.561,6.685,899.654,1.0009,21.614,0.767,12.869,1
58,E,HM-E441,33.6,48.614,2.395,0.0176,3.523,188.968,1012.655,14.77,7.069,886.499,0.9972,30.866,1.166,13.245,1
58,F,HM-F087,34.736,51.601,2.414,0.0176,3.288,182.353,1013.75,11.137,6.708,920.88,0.9751,23.273,0.7,10.845,1
59,A,HM-A104,35.605,43.822,2.21,0.0197,4.464,194.346,1014.195,11.122,7.424,922.51,1.037,34.998,1.023,11.202,1
59,B,HM-B210,34.384,47.769,2.446,0.0234,3.138,187.247,1013.321,13.736,6.499,952.617,0.9974,36.157,1.207,12.411,1
59,C,HM-C305,35.997,43.605,2.797,0.0252,3.313,169.969,1014.509,15.376,6.664,892.616,1.0333,26.335,0.864,10.721,1
59,D,HM-D118,34.983,42.708,2.469,0.0184,2.775,173.675,1013.509,14.077,6.9,910.009,1.0166,35.938,1.05,12.448,1
59,E,HM-E441,34.748,44.171,2.409,0.0157,4.051,167.491,1013.057,10.63,7.074,978.964,1.0189,25.168,1.348,9.957,1
59,F,HM-F087,36.067,42.667,2.315,0.0209,3.395,173.375,1013.033,13.718,7.288,973.534,1.0066,34.85,1.315,13.277,1
60,A,HM-A104,35.686,39.634,2.656,0.018,2.933,178.084,1013.003,13.903,7.284,1024.996,0.9709,14.175,1.325,12.712,1
60,B,HM-B210,34.434,43.119,2.778,0.0213,4.261,135.642,1011.923,12.212,7.427,903.399,0.9989,29.092,1.054,11.988,1
60,C,HM-C305,35.731,42.446,3.145,0.0203,3.604,175.649,1011.668,12.339,6.803,1002.814,1.0161,24.242,1.077,13.496,1
60,D,HM-D118,34.764,45.362,2.414,0.0282,2.996,182.887,1014.031,14.228,7.51,924.588,1.0479,31.441,1.074,12.043,1
60,E,HM-E441,34.669,47.91,2.625,0.0187,3.259,195.993,1014.979,14.318,6.678,962.271,1.0049,24.253,1.267,9.621,1
60,F,HM-F087,35.157,42.074,2.485,0.0177,3.521,161.75,1011.413,10.861,7.389,954.674,0.9419,24.761,1.335,10.917,1
61,A,HM-A104,35.095,43.842,2.668,0.0226,3.277,192.131,1012.081,14.207,6.96,945.525,0.9988,16.988,1.227,10.994,1
61,B,HM-B210,35.944,49.757,2.4,0.0247,3.674,171.53,1012.078,15.537,6.724,966.021,1.0027,30.06,1.279,11.848,1
61,C,HM-C305,34.103,43.085,3.032,0.0191,4.174,183.728,1012.776,16.379,6.175,961.344,0.9678,30.09,1.087,11.728,1
61,D,HM-D118,36.048,43.842,2.781,0.0134,3.55,219.042,1011.023,12.899,7.405,988.538,1.0342,20.083,1.013,13.253,1
61,E,HM-E441,35.888,43.183,2.436,0.0169,3.625,175.259,1013.16,14.971,6.647,903.337,0.9559,22.215,0.579,12.615,1
61,F,HM-F087,34.041,45.176,2.493,0.0177,3.275,188.362,1010.741,14.275,6.932,1000.773,1.0475,22.591,1.096,11.901,1
62,A,HM-A104,34.823,43.665,2.42,0.0155,3.394,163.973,1010.207,15.388,6.608,907.889,1.0506,26.868,0.839,13.215,1
62,B,HM-B210,35.496,48.408,2.297,0.0159,3.701,194.26,1012.967,15.706,6.568,956.314,0.9982,22.96,0.953,11.311,1
62,C,HM-C305,34.653,38.132,3.121,0.0189,4.291,174.31,1013.495,15.552,7.05,998.908,1.0028,13.406,0.807,12.621,1
62,D,HM-D118,34.593,44.268,2.577,0.0152,3.606,167.204,1013.107,15.055,6.368,922.385,0.9709,20.992,0.737,11.302,1
62,E,HM-E441,33.615,47.688,2.508,0.0187,3.749,184.896,1012.097,12.413,6.656,910.916,0.9428,25.814,0.997,12.207,1
62,F,HM-F087,35.874,44.712,2.597,0.0205,3.395,170.79,1013.493,13.612,7.208,967.657,1.0427,19.707,1.43,11.795,1
63,A,HM-A104,34.974,51.534,2.983,0.0233,3.615,203.972,1012.322,16.301,5.639,920.299,0.9804,20.686,1.207,11.665,1
63,B,HM-B210,33.781,42.774,2.288,0.016,3.82,195.591,1011.886,13.923,6.456,920.176,0.9819,20.934,0.947,12.873,1
63,C,HM-C305,34.504,44.329,3.448,0.0191,4.141,159.283,1012.849,15.371,7.697,919.506,1.0412,27.836,0.798,12.29,1
63,D,HM-D118,36.425,43.591,2.418,0.0213,3.783,177.851,1013.007,14.777,6.698,954.056,0.9727,20.723,0.683,12.067,1
63,E,HM-E441,34.296,46.762,2.67,0.018,3.67,206.288,1013.162,12.629,6.851,914.285,1.0169,37.782,0.897,11.563,1
63,F,HM-F087,35.425,44.881,2.972,0.0243,2.801,176.74,1013.585,13.094,6.628,987.678,1.0258,23.695,0.854,12.686,1
64,A,HM-A104,35.287,43.406,2.654,0.0156,3.466,167.56,1013.49,13.355,6.688,994.788,1.0329,19.636,1.176,11.23,1
64,B,HM-B210,36.772,41.719,2.289,0.0177,3.289,184.472,1016.145,10.822,6.743,952.262,1.0132,23.82,1.373,10.681,1
64,C,HM-C305,35.833,49.367,3.15,0.0201,3.668,184.982,1014.805,14.471,6.851,960.945,1.0234,13.138,1.297,12.275,1
64,D,HM-D118,34.487,42.924,2.905,0.0158,3.816,173.508,1011.572,14.096,6.649,922.321,0.9889,28.448,0.816,11.732,1
